Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
21025,Goat Foreplay Gold,9792,Special Edition Only Fans,,32,Magazine/Newspaper,44677,4/20/2021,2,Rejected All,,45089,42,containing pictorially explicit nudity
21023,Goat Foreply Gold,9791,Special Edition OnlyFans,,32,Magazine/Newspaper,44675,4/20/2021,2,Rejected All,,45087,42,containing pictorially explicit nudity
17362,Lingerie Stockings and Heels,7523,Special Hump Day Edition Vol. 1,,32,Magazine/Newspaper,38719,5/1/2018,2,Rejected All,,38974,11,containing sexually explicit material
2530,As Is,6575,Special Issue,,32,Magazine/Newspaper,41517,4/7/2020,2,Rejected All,,41871,39,being detrimental to security for the following reason:
1204,American Curves   ,3624,Spring 2013,,32,Magazine/Newspaper,5515,3/5/2013,2,Rejected All,,20273,11,containing sexually explicit material
9754,Tacenda,3624,Spring 2013,,32,Magazine/Newspaper,18576,7/16/2013,2,Rejected All,,22088,10,encouraging or instructing on the commision of criminal activity
9826,Phat Puffs,3625,Spring 2013 #1,,32,Magazine/Newspaper,18658,8/6/2013,2,Rejected All,,22339,11,containing sexually explicit material
1204,American Curves   ,3627,Spring 2013 #77,,32,Magazine/Newspaper,5516,1/15/2013,2,Rejected All,,19437,11,containing sexually explicit material
6083,4strugglemag,5706,Spring 2014 Iss 24,,32,Magazine/Newspaper,32387,12/2/2014,2,Rejected All,,32426,9,describing or encouraging physical violence or group disruption
9013,Resist,5198,Spring 2014 Vol 23 Iss 2,,32,Magazine/Newspaper,30956,6/17/2014,2,Rejected All,,30948,10,encouraging or instructing on the commision of criminal activity
9121,Inmate Shopper,5908,Spring Summer 2015,,32,Magazine/Newspaper,33839,5/19/2015,2,Rejected All,,33902,9,describing or encouraging physical violence or group disruption
24570,Easy Rider ,11310,Stacy&#39;s Garage Plan ,Easy Rider Magazine,32,Magazine/Newspaper,48588,4/1/2025,2,Rejected All,,49044,42,containing pictorially explicit nudity
2399,Straight Stuntin,6478,Stax-Big Purp-Deelishis Iss 25,,32,Magazine/Newspaper,32020,6/4/2013,2,Rejected All,,32052,11,containing sexually explicit material
24805,YKTV,11344,Steamy Foreplay Platinum Vol 17 ,YKTV Magazine,32,Magazine/Newspaper,48823,7/15/2025,2,Rejected All,,49280,42,containing pictorially explicit nudity
9674,The Abolitionist,3662,Summer 2013,,32,Magazine/Newspaper,18476,6/18/2013,2,Rejected All,,21649,10,encouraging or instructing on the commision of criminal activity
4237,The Women of King,3662,Summer 2013,,32,Magazine/Newspaper,11288,9/17/2013,2,Rejected All,,22828,11,containing sexually explicit material
9674,The Abolitionist,3662,Summer 2013,,32,Magazine/Newspaper,18476,10/1/2013,2,Rejected All,,23208,9,describing or encouraging physical violence or group disruption
9674,The Abolitionist,3664,Summer 2013 #20,,32,Magazine/Newspaper,18477,7/2/2013,2,Rejected All,,21961,10,encouraging or instructing on the commision of criminal activity
1204,American Curves   ,3665,Summer 2013 #78,,32,Magazine/Newspaper,5518,4/2/2013,2,Rejected All,,20786,11,containing sexually explicit material
1204,American Curves   ,3665,Summer 2013 #78,,32,Magazine/Newspaper,5518,4/16/2013,2,Rejected All,,20905,11,containing sexually explicit material
8991,Turning the Tide,3668,Summer 2013 Vol 26 #3,,32,Magazine/Newspaper,17564,7/2/2013,2,Rejected All,,21840,9,describing or encouraging physical violence or group disruption
14182,PAPER,5983,Summer 2015,,32,Magazine/Newspaper,34224,7/21/2015,2,Rejected All,,34284,11,containing sexually explicit material
9826,Phat Puffs,6066,Summer 2015 Iss 6,,32,Magazine/Newspaper,34198,7/21/2015,2,Rejected All,,34293,11,containing sexually explicit material
15889,The Abolitionist,6685,Summer 2016,,32,Magazine/Newspaper,36145,9/6/2016,2,Rejected All,,36284,9,describing or encouraging physical violence or group disruption
15749,XXL ,6688,Summer 2016 #62,,32,Magazine/Newspaper,35996,8/16/2016,2,Rejected All,,36124,10,encouraging or instructing on the commision of criminal activity
4,XXL,7042,Summer 2017,,32,Magazine/Newspaper,37912,10/3/2017,2,Rejected All,,38145,10,encouraging or instructing on the commision of criminal activity
4,XXL,7042,Summer 2017,,32,Magazine/Newspaper,37912,10/3/2017,2,Rejected All,,38145,12,safety and security reasons
4,XXL,7777,Summer 2018 - 11th Ann. Freshman Issue,,32,Magazine/Newspaper,39196,8/7/2018,2,Rejected All,,39472,47,containing descriptions of security risk group material or activity
9826,Phat Puffs,8680,Summer 2020 #18,,32,Magazine/Newspaper,42101,7/21/2020,2,Rejected All,,42466,43,containing written sexually explicit / sado-masochistic behavior
1070,Juxtapoz,10430,Summer 2021 #218,,32,Magazine/Newspaper,45877,9/21/2021,2,Rejected All,,46301,42,containing pictorially explicit nudity
22407,REDEMPTION Manual 5 Series / The Uniform Comercial Code,10641,Supplemental ,N/A,31,Book,46415,7/5/2022,2,Rejected All,,46863,50,containing material influenced by &quot;sovereign citizen&quot; ideology
4437,Sports Illustrated ,7245,Swimsuit Idyllic shores,Authors of Sports Illustratred,31,Book,37982,10/17/2017,2,Rejected All,,38225,11,containing sexually explicit material
16876,Surrogate Sisters,7169,T132 Burtha is Fulfilling,Unknown,31,Book,37733,9/5/2017,2,Rejected All,,37963,11,containing sexually explicit material
16876,Surrogate Sisters,7170,T264 First with a T-Girl,Unknown,31,Book,37734,9/5/2017,2,Rejected All,,37964,11,containing sexually explicit material
16876,Surrogate Sisters,7171,T278 A SheMale Enjoys,Unknown,31,Book,37735,9/5/2017,2,Rejected All,,37965,11,containing sexually explicit material
16876,Surrogate Sisters,7172,T284 Curry Black Girl,Unknown,31,Book,37736,9/5/2017,2,Rejected All,,37966,11,containing sexually explicit material
16876,Surrogate Sisters,7173,T301 He Sucks a SheMale,Unknown,31,Book,37737,9/5/2017,2,Rejected All,,37967,11,containing sexually explicit material
16876,Surrogate Sisters,7174,T415 Eating a SheMale,Unknown,31,Book,37738,9/5/2017,2,Rejected All,,37968,11,containing sexually explicit material
24031,A Bronx Tale,11163,Tears of An Animal ,Lockdown Publications written by Ghost ,31,Book,48049,9/3/2024,2,Rejected All,,48503,46,containing written sexually explicit material involving the use of force or non-consent
20885,Penthouse Letters + Variations,9679,The 21 Annual Wife-Watching Issue Dec 2020/Jan. 2021,,32,Magazine/Newspaper,44490,4/6/2021,2,Rejected All,,44897,41,containing pictorially explicit sexual activity
23076,Pimpology,10864,The 48 Laws of the Game,Pimpin Ken - Karen Hunter,31,Book,47088,5/16/2023,2,Rejected All,,47542,10,encouraging or instructing on the commision of criminal activity
24436,Pimpology,11259,The 7isms of the Game ,Manny Fresh ,31,Book,48454,2/4/2025,2,Rejected All,,48910,10,encouraging or instructing on the commision of criminal activity
21656,Beyond Science Fiction,10278,The Alternative Realism  of  - Baby Tattoo Carnival or Astounding Art,Michael Whelan,31,Book,45501,7/6/2021,2,Rejected All,,45915,41,containing pictorially explicit sexual activity
21720,Beyond Science Fiction,10327,The Alternative Realism of Michael Whelan,Baby Tattoo Carnival of Astounding Art,31,Book,45583,7/6/2021,2,Rejected All,,45995,42,containing pictorially explicit nudity
23083,Pretty Ladies,10868,The Art,Jack Henslee,31,Book,47095,5/16/2023,2,Rejected All,,47549,43,containing written sexually explicit / sado-masochistic behavior
21627,Spank!,10256,The Art of ,Fernando Caretta,31,Book,45471,7/6/2021,2,Rejected All,,45884,42,containing pictorially explicit nudity
21132,Steampunk Rising,9886,The Art of Sandra Chang-Adair,Sandra Chang -Adair,31,Book,44804,4/20/2021,2,Rejected All,,45214,42,containing pictorially explicit nudity
21126,Spectrum 23,9879,The Best in Contemporary Fantastic Art,John Fleskes,31,Book,44797,4/20/2021,2,Rejected All,,45207,42,containing pictorially explicit nudity
852,BlackMen     ,3676,The Best of May 2013,,32,Magazine/Newspaper,4008,9/17/2013,2,Rejected All,,22838,11,containing sexually explicit material
17628,Motivation Part II,7760,The Chase,Swift,31,Book,39323,9/4/2018,2,Rejected All,,39602,11,containing sexually explicit material
22785,Vamps,10765,The Complete Collection ,Elaine Lee,31,Book,46795,1/17/2023,2,Rejected All,,47247,41,containing pictorially explicit sexual activity
2747,Adbusters ,3680,The Epic Human Journey Part 2: Summer,,32,Magazine/Newspaper,9039,8/6/2013,2,Rejected All,,22310,9,describing or encouraging physical violence or group disruption
23084,Tease and Please,10869,The Erotic Art,Adrian Velez,31,Book,47096,5/16/2023,2,Rejected All,,47550,42,containing pictorially explicit nudity
23075,Gutter,10863,The Explosive Sequel to Gangsta,K&#39;Wan,31,Book,47087,5/16/2023,2,Rejected All,,47541,10,encouraging or instructing on the commision of criminal activity
22475,Yakub,10673,The Father of Mankind ,Elijah Muhammad ,31,Book,46484,8/16/2022,2,Rejected All,,46932,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
20220,Pushing Ink,9222,The Fine Art of Tattooing,Spider Webb,31,Book,43636,1/5/2021,2,Rejected All,,44031,42,containing pictorially explicit nudity
19006,The Hand Maid&#39;s Tale,8651,The Graphic Novel,Atwood &amp; Nault,31,Book,41952,6/16/2020,2,Rejected All,,42315,43,containing written sexually explicit / sado-masochistic behavior
21005,Big Black Book of Secrets,9774,The Guy Guide to Male Wisdom,Men&#39;s Health,31,Book,44637,4/6/2021,2,Rejected All,,45046,42,containing pictorially explicit nudity
22838,It&#39;s Elemental,10783,The Hidden Chemistry In Everything ,Kate Biberdorf,31,Book,46848,2/21/2023,2,Rejected All,,47303,39,being detrimental to security for the following reason:
23141,Zodiac Sex,10891,The Hottest Sex Positions for Every Astrological Sign ,Cosmopolitan Editors ,31,Book,47154,8/1/2023,2,Rejected All,,47613,41,containing pictorially explicit sexual activity
23138,Zodiac Sex,10890,The Hottest Sex Positionsz for Every Astrological Sign ,The Editors of Cosmopolitan,31,Book,47151,7/18/2023,2,Rejected All,,47610,41,containing pictorially explicit sexual activity
22961,Luxury Beauties,10834,The Inside Story of Infamous Women,King Tislam,31,Book,46970,3/7/2023,2,Rejected All,,47427,46,containing written sexually explicit material involving the use of force or non-consent
22844,Luxury Beauties ,10785,The Inside Story of Women,King Tislam ,31,Book,46854,2/7/2023,2,Rejected All,,47309,46,containing written sexually explicit material involving the use of force or non-consent
21428,In Love with Ezra,10092,The Love Unaccounted Series,Love Belvin,31,Book,45251,7/6/2021,2,Rejected All,,45664,43,containing written sexually explicit / sado-masochistic behavior
21429,In Convenant with Ezra,10092,The Love Unaccounted Series,Love Belvin,31,Book,45252,7/6/2021,2,Rejected All,,45665,43,containing written sexually explicit / sado-masochistic behavior
19952,Hip Hop At The End of the World,9042,The Photography of Ernie Paniccioli,Rizzoli New York,31,Book,43300,11/17/2020,2,Rejected All,,43689,47,containing descriptions of security risk group material or activity
20829,Punisher,9634,The Platoon,Max Comics,31,Book,44416,3/16/2021,2,Rejected All,,44823,10,encouraging or instructing on the commision of criminal activity
23210,BMF,10913,The Rise and Fall of the Black Mafia Family,Mara Shalhoup,31,Book,47224,9/19/2023,2,Rejected All,,47682,10,encouraging or instructing on the commision of criminal activity
23235,The God Mother,10925,The Rise of Te Te Publication ,James Sims,31,Book,47249,9/5/2023,2,Rejected All,,47707,45,containing written sexually explicit material involving minors
24207,The Setup ,11202,The Sequelto A Down Chick ,Mallorie McNeal,31,Book,48225,11/5/2024,2,Rejected All,,48679,46,containing written sexually explicit material involving the use of force or non-consent
23103,Instant FITNESS ,10882,The Shaoln Kung Fu Workout,Shifu Yan Lei,31,Book,47116,6/20/2023,2,Rejected All,,47574,40,describing fighting techniques
21218,The Sensuous Frazetta,9944,The Vanguard Frazetta Classic,J. David Spurlock &amp; Frank Frazetta,31,Book,44955,8/2/2022,2,Rejected All,,45367,42,containing pictorially explicit nudity
23085,Forbidden Art,10870,The World of Etotica,Miss Naomi,31,Book,47097,5/16/2023,2,Rejected All,,47551,43,containing written sexually explicit / sado-masochistic behavior
19307,Gorgeous &amp; Gory,10389,The Zombie Pinup Collection,Jessica Rajs,31,Book,45759,8/3/2021,2,Rejected All,,46179,42,containing pictorially explicit nudity
19195,Sag Survival  Handbook ,7195,Third Edition,John &quot;Lofty&quot; Wiseman,31,Book,42274,8/4/2020,2,Rejected All,,42639,39,being detrimental to security for the following reason:
5748,SAS Survival Handbook ,7195,Third Edition,John Wiseman ,31,Book,42486,9/1/2020,2,Rejected All,,42855,40,describing fighting techniques
19111,Psychedelics Encyclopedia,8679,Third Expanded Edition,Peter Stafford,31,Book,42099,7/21/2020,2,Rejected All,,42464,10,encouraging or instructing on the commision of criminal activity
23089,Vegabond,10872,Three in one ,Eiji Yoshikawas,31,Book,47101,6/20/2023,2,Rejected All,,47556,41,containing pictorially explicit sexual activity
23090,Demons of Magick,10873,Three Practical Rituals for Working with the 72 Demons ,Gordon Winterfield,31,Book,47102,6/20/2023,2,Rejected All,,47557,8,containing writings in code
21629,Elemental Magic,10257,Traditional Practices for Working with the Energies of the Natural World,Nigel Pennick,31,Book,45473,7/6/2021,2,Rejected All,,45886,7,describing procedures to brew alcohol or manufacture drugs
2399,Straight Stuntin,5465,Vain Iss 20,,32,Magazine/Newspaper,32022,6/4/2013,2,Rejected All,,32054,11,containing sexually explicit material
21356,Vampress Carmilla,10031,Vamps #3,,32,Magazine/Newspaper,45148,6/15/2021,2,Rejected All,,45560,42,containing pictorially explicit nudity
23291,Sainted Love,10934,Vault Comic,Steve Orlando,31,Book,47305,10/17/2023,2,Rejected All,,47765,42,containing pictorially explicit nudity
23481,Sainted Love,10934,Vault Comic,Steve Orlando ,31,Book,47497,2/20/2024,2,Rejected All,,47952,42,containing pictorially explicit nudity
2013,Letters to Penthouse,3713,VII,Editors of Penthouse,31,Book,7549,1/16/2018,2,Rejected All,,38442,11,containing sexually explicit material
7155,The Majlis,3717,Vol  21 #10,,32,Magazine/Newspaper,15169,2/5/2013,2,Rejected All,,20042,10,encouraging or instructing on the commision of criminal activity
8967,Huck Spalding Enterprises Tatoo Supplies ,3728,Vol #5,Hulk Spalding Ent,31,Book,17528,1/15/2013,2,Rejected All,,19712,10,encouraging or instructing on the commision of criminal activity
8435,Flirt! The Art of Naughty,3732,Vol 1,Sean Gallimore,31,Book,16855,8/21/2012,2,Rejected All,,16838,11,containing sexually explicit material
13429,Monster Musume,3732,Vol 1,Okayado,31,Book,32168,11/4/2014,2,Rejected All,,32205,11,containing sexually explicit material
14133,Hood Misfits,3732,Vol 1,Brick G. Storm,31,Book,35236,3/17/2015,2,Rejected All,,35310,10,encouraging or instructing on the commision of criminal activity
14387,Monster Massacre,3732,Vol 1,John Ross,31,Book,33825,5/19/2015,2,Rejected All,,33888,11,containing sexually explicit material
